App_ID,游戏名称,最低CPU,最低显卡,最低内存,最低硬盘,最低配置的注意事项,推荐CPU,推荐显卡,推荐内存,推荐硬盘,推荐配置的注意事项
1453280,FISTS OF FIRE 美鈴伝説,Pentium 4 2.4Ghz,Intel HD Graphics,1 GB RAM,需要 1 GB 可用空间,,2 GHz Dual Core,NVIDIA GeForce GT 640,2 GB RAM,需要 2 GB 可用空间,
1203580,Photo Quiz - Animals,"Pentium 4 or higher, 2GHz",128MB or higher,1 GB RAM,需要 70 MB 可用空间,,,,,,
3406570,Chaos Machina,,OpenGL Graphics Card,150 MB RAM,需要 100 MB 可用空间,,,,,,
528430,Wells,Quad Core Intel or AMD equivalent,DirectX 11 graphics card with 1GB Video RAM,4 GB RAM,需要 4 GB 可用空间,,,,,,
1720790,Door3:Insignia,Intel Core i3 or better,Intel HD 5670,4 GB RAM,需要 1 GB 可用空间,,Intel Core i5 or better,Radeon R7 240,8 GB RAM,需要 1 GB 可用空间,
1542120,Tanky Tanks,i5,NVIDIA GTX600,1 GB RAM,需要 1 GB 可用空间,,i7,NVIDIA GeForce GTX 700,2 GB RAM,需要 1 GB 可用空间,
2740260,Stickin' the Landing,2.8 GHz or faster processor,Direct X 10.0c compatible video card,3 GB RAM,需要 4 GB 可用空间,,Intel Core2 Duo E6750 (2 2660) or equivalent / AMD Athlon 64 X2 Dual Core 5000+ (2 * 2600) or equivalent,Geforce GT 430 (1024 MB) / Radeon HD 5570 (1024 MB),4 GB RAM,需要 4 GB 可用空间,
1479840,Vidya Poker,2.3 Ghz,"NVIDIA GeForce GTX 1050Ti (4GB), GTX 1060 (3GB), GTX 1650 (4GB) or AMD Radeon R9 280(3GB), AMD Radeon R9 290 (4GB), RX 470 (4GB)",4 GB RAM,需要 500 MB 可用空间,附注事项: 需要GPU / APU硬件！,,,,,
572570,Weather Lord: Royal Holidays Collector's Edition,1.5 Ггц,256 Мб 3D graphics card,512 MB RAM,需要 1 GB 可用空间,,,,,,
362740,Age of Enigma: The Secret of the Sixth Ghost,1.0 GHz CPU,Direct X® 9.0 compliant video card,1024 MB RAM,需要 500 MB 可用空间,,,,,,
2892590,Moth Planet,"Intel Core 2 Duo E8200, AMD Athlon XE BE-2300, x86_32 CPU with SSE2 instructions, or any x86_64 CPU","Intel HD Graphics 5500 (Broadwell), AMD Radeon R5 Graphics (Kaveri), Integrated graphics with full Vulkan 1.0 support",4 GB RAM,需要 500 MB 可用空间,,"Intel Core i5-6600K, AMD Ryzen 5 1600, x86_64 CPU with SSE4.2 instructions, with 4 physical cores or more","NVIDIA GeForce GTX 1050 (Pascal), AMD Radeon RX 460 (GCN 4.0), Dedicated graphics with full Vulkan 1.2 support",6 GB RAM,需要 1 GB 可用空间,
1576490,Dark Sheep,Requires a 64-bit processor and operating system,Support for OpenGL 2.1,,,,Requires a 64-bit processor and operating system,Support for OpenGL 3.3,,,
1457710,Ignatius,Intel Core i3 or weaker,,1 GB RAM,需要 200 MB 可用空间,,Intel Core i3,,1 GB RAM,需要 200 MB 可用空间,
3286560,Evil Lurks Below,,Dedicated GPU recommended,4 GB RAM,需要 2 GB 可用空间,,,,,,
1876910,Escape Purgatory,X64 architecture with SSE2 instruction set support,"DX10, DX11, and DX12-capable GPUs",16 MB RAM,需要 15 GB 可用空间,,,,,,
2095060,Inhabit,Intel i3-6100 or equivalent,GeForce GTX 670 / Radeon HD 7970,4 GB RAM,需要 80 MB 可用空间,,,,,,
1912500,ISOLATE,,"Intel Graphics 4000, 2GB VRAM",2 GB RAM,需要 1 GB 可用空间,,,,,,
1083240,CREEP RIDES,Intel Core i5-4590 (AMD FX 8350) or better,Nvidia GeForce GTX 970 equivalent or higher,16 GB RAM,需要 13 GB 可用空间,,Intel Core i7 +,Nvidia GeForce GTX 1080,,,
2717800,Project Vic,Intel Core i3 4000 series or equivalent,Nvidia GTX 750 or equivalent,4 GB RAM,需要 15 GB 可用空间,,Intel Core i5 4000 series or equivalent,Nvidia GTX 970 or equivalent,8 GB RAM,需要 15 GB 可用空间,
2764840,Pirates! Showdown: Enhanced Edition,Intel core 6th gen或更新的处理器或同等产品,Intel Integrated 520或同等产品,4 GB RAM,需要 1000 MB 可用空间,,Intel core 8th gen or newer or equivalent,Intel Integrated 620 or equivalent. NVidia GTX 9xx or newer.,8 GB RAM,需要 1000 MB 可用空间,
1889120,The Forked Road,Intel core i3 or AMD analog,NVIDIA GT 740 or AMD equivalent,4 GB RAM,需要 4 GB 可用空间,,Intel core i5 or AMD analog,NVIDIA GTX 1050 or AMD equivalent,8 GB RAM,需要 4 GB 可用空间,
1373740,Prehistoric Dude,Intel Atom Cherry Trail Z8700 or AMD equivalent,DirectX 9.0 integrated Graphics Card,2 GB RAM,需要 50 MB 可用空间,附注事项: Keyboard (Xbox 360 Controller Highly Recommended),Intel Core2Quad or AMD equivalent,AMD/nVidia DirectX 9.0 dedicated Graphics Card,4 GB RAM,需要 50 MB 可用空间,附注事项: Keyboard (Xbox 360 Controller Highly Recommended)
1522230,Wild West Crops,Intel Atom Cherry Trail Z8700 or AMD equivalent,DirectX 9.0 integrated Graphics Card,2 GB RAM,需要 50 MB 可用空间,附注事项: Keyboard (Xbox 360 Controller Highly Recommended),Intel Core2Quad or AMD equivalent,AMD/nVidia DirectX 9.0 dedicated Graphics Card,4 GB RAM,需要 50 MB 可用空间,附注事项: Keyboard (Xbox 360 Controller Highly Recommended)
2778080,THE BATHROOMS,Core i7-6700 or Ryzen 5 1600,GeForce GTX 1080 or AMD RX 5700-XT,16 GB RAM,需要 4 GB 可用空间,"附注事项: For lower-end hardware, you can play the game in a reduced resolution and turn down the graphics settings.",,,,,
2318920,Re:Touring,Intel Core i5-2500 / AMD FX-6300,NVIDIA GeForce GTX 560 Ti / AMD Radeon HD 7850,2 GB RAM,需要 1 GB 可用空间,附注事项: Specifications may change,,,,,
1338520,Bouncy Cat,SSE2 instruction set support.,Graphics card with DX10 (shader model 4.0) capabilities.,1 GB RAM,需要 2 GB 可用空间,,SSE2 instruction set support.,Graphics card with DX10 (shader model 4.0) capabilities.,1 GB RAM,需要 2 GB 可用空间,
3651760,Вторая степень покоя,Intel Core 2 Duo E8400,Any with OpenGL 2.0 support,2 GB RAM,需要 500 MB 可用空间,,Intel Core i3 3.0 GHz,Any with OpenGL 2.0 support,4 GB RAM,需要 500 MB 可用空间,
2942170,Cat Apocalypse,Intel Core 8 generations +,Nvidia 1060 series + AMD,8 GB RAM,需要 27 GB 可用空间,附注事项: We recommend 6G in the video card for better performance. 4G video cards can run the game as well.,Intel Core 9 generetion + AMD Ryzen 5000 series,Nvidia 2060-3060 + AMD Radeon 6600 8G +,8 GB RAM,需要 27 GB 可用空间,附注事项: We recommend saving the game in a SSD
1412840,ChessLocke,Intel® Pentium® D or AMD® Athlon™ 64 X2,NVIDIA® GeForce® 8600 GT or ATI™ Radeon™ HD 2600XT or better,4 GB RAM,需要 100 MB 可用空间,,Intel® Core™ 2 Duo (2.2 GHz) or AMD® Athlon™ 64 X2 (2.6 GHz) or better,NVIDIA® GeForce® 240 GT or ATI™ Radeon™ HD 4850 or better,5 GB RAM,需要 200 MB 可用空间,
2207060,Nanali in another world,Dual Core 2.0 GHz or higher,Intel HD Graphics,1 GB RAM,需要 80 MB 可用空间,,Intel Core i3,Nvidia GTX 1030,2 GB RAM,需要 80 MB 可用空间,
2055360,The Zebra-Man!,"Intel i5 / AMD X4, min. 2.8 GHz","DirectX 11 compatible GPU, min. 2GB dedicated VRAM (AMD R9 300 series / NVIDIA GeForce GTX 900 series)",4 GB RAM,需要 500 MB 可用空间,,Intel CPU Core i7 3770 3.4 GHz / AMD CPU AMD FX-8350 4 GHz,"DirectX 11 compatible GPU, min. 4GB dedicated VRAM (AMD RX 400 series / NVIDIA GeForce GTX 1000 series)",8 GB RAM,需要 500 MB 可用空间,
1434910,Last Visit,Intel core i5 / Amd FX(tm)-4100,GeForce GTX 750 Ti,8 GB RAM,需要 5 GB 可用空间,附注事项: Free space in the AppData folder,,,,,
2658180,The Unknown,2.3Ghz Quad-core intel or AMD processor,NVIDIA Geforce 470 GTX or AMD Radeon 6870 HD,6 GB RAM,需要 4 GB 可用空间,附注事项: This game includes graphics settings to aid lower end devices.,2.3Ghz Quad-core intel or AMD processor,NVIDIA RTX 3060,16 GB RAM,需要 4 GB 可用空间,附注事项: This game includes graphics settings to aid lower end devices.
841110,HOLY COW! Milking Simulator,2.4 GHz or better,Intel HD Graphics,4 GB RAM,需要 4 GB 可用空间,,,,,,
2759900,I KNOW YOUR ADDRESS,1.2 Ghz,256 MB,2 GB RAM,需要 365 MB 可用空间,,1.6 Ghz,256 MB,4 GB RAM,,
3325290,Lilia,Intel Core i3 第四代或同等性能处理器,Intel HD Graphics 4000 或更高（需支持 DirectX 9）,4 GB RAM,需要 300 MB 可用空间,附注事项: 本游戏设计为 30 FPS 运行。在部分入门级处理器（如 Intel Atom 或 Pentium N 系列）上，性能可能显著下降。,Intel Core i5 或更高,独立显卡或较新的 Intel 集成显卡,8 GB RAM,需要 500 MB 可用空间,
2883610,Tales From The Arcade: Fartmania,AMD Athlon 64 2800+ @ 1.8 Ghz and Intel Pentium IV @ 2.8 Ghz,Graphics Card with 512 MB of RAM,4 GB RAM,需要 1 GB 可用空间,,AMD Athlon 64 2800+ @ 1.8 Ghz and Intel Pentium IV @ 2.8 Ghz,Graphics Card with 1 GB of RAM,4 GB RAM,需要 1 GB 可用空间,
2375570,Champion's Chalice,2.0GHz,Integrated Graphics,2048 MB RAM,需要 500 MB 可用空间,,,,,,
1124990,Destructivator 2,Intel Pentium D 830 (2* 3000) or equivalent / AMD Athlon 64 4000+ (2600) or equivalent,GeForce 7600 GS (256 MB) / Radeon HD 2400 PRO (256 MB),2 GB RAM,需要 200 MB 可用空间,,,,,,
1414480,Zof,"Quad-core Intel or AMD processor, 2.5 GHz",NVIDIA GeForce 470 GTX / AMD Radeon 4850 ( 2GB+ ),8 GB RAM,需要 8 GB 可用空间,附注事项: Headphones recommended,i7 4 core ( or equivalent ),NVIDIA GeForce GTX 1050 / AMD Radeon RX 560 or higher ( 2GB+ ),16 GB RAM,需要 8 GB 可用空间,附注事项: SSD drive. Headphones recommended
1129690,3x64,Intel Celeron 1000 Series or AMD equivalent,Intel HD Graphics 4000 or AMD equivalent,1 GB RAM,需要 150 MB 可用空间,,Intel Celeron 1000 Series or AMD equivalent,Intel HD Graphics 4000 or AMD equivalent,2 GB RAM,需要 150 MB 可用空间,
945590,Cliché - Critical Change,1Ghz,,,需要 107 MB 可用空间,,,,,,
991230,Highway of death,Intel core 2 quad q6600,GTX 650,2048 MB RAM,需要 200 MB 可用空间,,,,,,
4033120,emerald,2.0 Ghz 64-bit Intel-compatible,OpenGL 3.0 or DirectX 11,4 GB RAM,需要 700 MB 可用空间,,2.0 Ghz 64-bit Intel-compatible,OpenGL 3.0 or DirectX 11,8 GB RAM,需要 1 GB 可用空间,
2222770,Mimi the Cat - Mimi's Scratcher,Intel® Dual Core™ or AMD Equivalent,Graphics card supporting DirectX 9.0c,4 GB RAM,需要 400 MB 可用空间,,,,,,
2462790,Aether,2 Ghz,OpenGL 3.0+,4 GB RAM,需要 200 MB 可用空间,,,,,,
636030,Ricky Raccoon 2 - Adventures in Egypt,Intel Pentium (or similar AMD) 1.5 GHz,,256 MB RAM,需要 400 MB 可用空间,,,,,,
1375650,Chasers Dash & Bash,Celeron G530 2.4Ghz or similar,Nvidia GT 650M or similar,4 GB RAM,需要 5 GB 可用空间,,Intel i3-6100T 3.2Ghz or similar,Nvidia GTX 970 or similar,8 GB RAM,需要 5 GB 可用空间,
1414650,伊甸门：生命边界 / EDENGATE: The Edge of Life,Intel Core I5 (3.2GHz) / AMD FX (3.2GHz),NVIDIA Geforce GTX 760 or AMD Radeon R9 280x,8 GB RAM,需要 40 GB 可用空间,,Intel Core I7 (3.6Ghz) / AMD Ryzen 7 (3.6Ghz),NVIDIA Geforce GTX 1660 or AMD Radeon RX 5500XT,8 GB RAM,需要 40 GB 可用空间,
1147760,The End of an Actress,1Ghz,DirectX® 9 Compatible Graphics Card,512 MB RAM,需要 400 MB 可用空间,,,,,,
2229320,Pulse Codex EP,Intel i5 3rd gen or equivalent,any graphic card supporting OpenGL 3.3,512 MB RAM,需要 80 MB 可用空间,,,,,,
1852140,Mathletix,Any,Any,4 GB RAM,需要 110 MB 可用空间,,,,,,
2027510,怪奇地牢探险,Requires a 64-bit processor and operating system,GeForce GTX 960 or better,4 GB RAM,需要 1 GB 可用空间,,Requires a 64-bit processor and operating system,,4 GB RAM,,
1102260,RANK RUNNER,Processor: 2.0+ GHz,,256 MB RAM,需要 100 MB 可用空间,,Processor: 2.0+ GHz,,512 MB RAM,需要 200 MB 可用空间,
3262600,Bubble Frog DX,Intel i3,NVIDIA GeForce GTX 1050 Ti,2 GB RAM,需要 500 MB 可用空间,,,,,,
1704830,DR4X,Intel i3-3240 (2 Cpus),Integrated Graphics,4 GB RAM,需要 2 GB 可用空间,附注事项: Might even run fine on older processors.,Intel(R) Core(TM) i7-8750H CPU @ 2.20ghz (6 cpus),Nvidia GEForce GTX 1070,8 GB RAM,需要 2 GB 可用空间,
638470,Eggggg,Dual Core 2GHz,Hardware Accelerated Graphics with dedicated memory,2 GB RAM,需要 500 MB 可用空间,,Dual Core 4GHz,Hardware Accelerated Graphics with 1GB memory,4 GB RAM,需要 1 GB 可用空间,
1712750,PIXELS: Digital Creatures,Intel Core i5-3570K or Similar,Nvidia GeForce GTX 750,4 GB RAM,需要 4 GB 可用空间,,,,,,
1929250,Armechgeddon,Dual Core 2.4 Ghz,Dedicated GPU,2 GB RAM,需要 400 MB 可用空间,,,GeForce 10 Series Card,4 GB RAM,需要 400 MB 可用空间,
1580600,Hunted: Kobayashi Tower,64-bit Intel or AMD CPU with 2 or more cores,Graphics card with DirectX 10 or higher support,2 GB RAM,需要 500 MB 可用空间,,64-bit Intel or AMD CPU with 4 or more cores,Graphics card with DirectX 10 or higher support,8 GB RAM,需要 500 MB 可用空间,
698370,True or False Universe,1.5+ GHz,,512 MB RAM,需要 300 MB 可用空间,,,,,,
402340,Blue Rider,Intel i5,,2 GB RAM,需要 650 MB 可用空间,附注事项: Recommended gamepad,Intel i7,,4 GB RAM,需要 650 MB 可用空间,附注事项: Recommended gamepad
860590,MissileDancer,CPU 1.5GHz,1280 x 720,1 GB RAM,需要 30 MB 可用空间,,CPU 2GHz,1280 x 720,2 MB RAM,需要 30 MB 可用空间,
1918550,London Ripper,i5-4570 or equivalent AMD,Nvidia/AMD,8 GB RAM,需要 600 MB 可用空间,附注事项: Game uses your monitor resolution,,,,,
3118730,Super Antonio,Intel Core i5-6600@ 3.1 GHz or equivalent,Nvidia GeForce GTX 1650 or equivalent,8 GB RAM,需要 1 GB 可用空间,,Intel Core i5 10400 3.1 GHz or equivalent,Nvidia GeForce GTX 1060 or equivalent,8 GB RAM,需要 1 GB 可用空间,
2807310,Farm Racing,Intel Core 2 Duo E6320 (2*1866) or equivalent,GeForce 7600 GS (512 MB) or equivalent,1 GB RAM,需要 1 GB 可用空间,,,,,,
1834310,100 Hidden Animalnaults - Felicat & Laika,2 Ghz Dual Core,Graphics card supporting DirectX 9.0c,2 GB RAM,需要 300 MB 可用空间,,,,,,
329340,cloudphobia,Intel® 1 GHz Processor or comparable,DirectX® 9-level Graphics Card,512 MB RAM,需要 500 MB 可用空间,,Intel® 2 GHz Processor or comparable,DirectX® 9-level Graphics Card,1 GB RAM,需要 500 MB 可用空间,
833990,Stonewall Penitentiary,Pentium 4,any,2 GB RAM,需要 2 GB 可用空间,附注事项: Native resolution: 1366x768; rescales to fill screen,,,,,
3182420,Isle of Birds,Intel® Core™ i5-9600 or Equivalent,Nvidia GeForce GTX970 or Equivalent,4 GB RAM,需要 1 GB 可用空间,,,,,,
2594580,Weird Meese,Intel i7 2.6 Ghz,,8 GB RAM,需要 1000 MB 可用空间,,,,,,
1001600,Diggerman,Intel Core i5-4440 (or equivalent),"nVidia 320M or higher, or Radeon 7000 or higher, or Intel HD 3000 or higher",4 GB RAM,需要 350 MB 可用空间,,,,,,
659890,Fantasy Mosaics 17: New Palette,1.6 Ghz,,1 GB RAM,需要 110 MB 可用空间,,,,,,
2630000,Chasing Chickens,3.2 GHz Dual Core Processor,Version 11,16 GB RAM,需要 1 GB 可用空间,,3.2 GHz Dual Core Processor,Version 11,16 GB RAM,需要 1 GB 可用空间,
2433690,Deleted,i5,NVIDIA GTX600,4 GB RAM,需要 4 GB 可用空间,,,NVIDIA GTX700,8 GB RAM,需要 4 GB 可用空间,
1706940,Junkyard Fury,Intel Core i5,,6 GB RAM,需要 2 GB 可用空间,,Intel Core i7,,8 GB RAM,需要 3 GB 可用空间,
2546630,Zombie Survivor: Undead City Attack,1 Ghz,OpenGL 2.1 supported GPU,256 MB RAM,需要 200 MB 可用空间,,,,,,
2355830,With Eyes of Ice,1Ghz,DirectX® 9 Compatible Graphics Card,512 MB RAM,需要 900 MB 可用空间,,,,,,
2591810,Something In The Well,"Quad-core Intel or AMD, 2.5 GHz or faster",DirectX 11 or DirectX 12 compatible graphics card,8 GB RAM,需要 400 MB 可用空间,附注事项: DOES NOT WORK ON SOME WINDOWS 11 MACHINES - SEE READ ME FILE FOR MORE INFO,,,,,
1210330,Thunder Kid II: Null Mission,SSE2 instruction set support,DX9 (shader model 3.0) or DX11 with feature level 9.3 capabilities.,2 GB RAM,需要 100 MB 可用空间,,,,,,
371900,Pillar,Intel Core 2 Duo 2.8Ghz or equivalent,"2GB of video RAM, support for 4096 x 4096 textures, Shader Model 3.0",2 GB RAM,需要 705 MB 可用空间,,,,,,
504110,The Longest Five Minutes,Core i3-2100 3.10 GHz,Radeon HD 5450,2 GB RAM,需要 1 GB 可用空间,,Core i5-4460 3.20 Ghz,GeForce 8600 GT,4 GB RAM,需要 1 GB 可用空间,
1779080,Project Bridge,Intel i3-2100 / AMD A8-5600k,GeForce GTX 630 / Radeon HD 6570,4 GB RAM,需要 1 GB 可用空间,,,,,,
454750,Aeternum,2.0 Ghz dual core,256 MB video card (Shader Model 2.0 or higher),2 GB RAM,需要 400 MB 可用空间,附注事项: Xbox 360 controller officially supported,,,,,
2706210,Trace Hunters,Intel Core i7-2600K,"NVIDIA GeForce GTX 1060, 6GB",16 GB RAM,需要 8 GB 可用空间,,,,,,
1196940,Particulate,Intel i5-4590 equivalent,NVIDIA GTX 970 / AMD R9 290 equivalent,8 GB RAM,需要 400 MB 可用空间,附注事项: Requires an Oculus VR headset for initial release (support for additional headsets coming),,,,,
2515500,Kombate Mexicano Elexiones,Intel or AMD Dual Core CPU,GeForce 900 Series,4 GB RAM,需要 3 GB 可用空间,附注事项: Enjoy,,,,,
2151430,NSG,2.0 GHz Core 2 Duo,OpenGL 2.0 or DirectX 9.0c,4 GB RAM,需要 240 MB 可用空间,附注事项: Specs based on Ren'Py v7.4.4.1439 requirements and internal tests,,,,,
2577660,Spava,Intel Core i3 / AMD Ryzen 3,NVIDIA GeForce GTX 660 / AMD Radeon HD 7850,8 GB RAM,需要 1 GB 可用空间,附注事项: Requires 64-bit processor and operating system. Keyboard and mouse,,,,,附注事项: Requires 64-bit processor and operating system
2251810,Hole in Won,Intel Core i5-4590/AMD FX 8350 equivalent or better,"NVIDIA GeForce GTX 970, AMD Radeon R9 290 equivalent or better",2 GB RAM,需要 500 MB 可用空间,,,,,,
2991250,Frog 'n' Roll,Intel Core i3-3217U processor,Intel HD Graphics,4 GB RAM,需要 100 MB 可用空间,附注事项: This is based on nothing and Frog 'n' Roll will likely run on most PC's :),Intel Core i5-2500K CPU,NVIDIA GeForce GTX 650,8 GB RAM,需要 100 MB 可用空间,
1961250,Extinction Eclipse,Intel Core 2 Duo E5200,,4 GB RAM,需要 1 GB 可用空间,,Intel Core 2 Duo E5200,,8 GB RAM,需要 1 GB 可用空间,
1742690,Requiem,i7,,32 GB RAM,需要 10 GB 可用空间,,i7,,32 GB RAM,,
942390,Captain ToonHead vs the Punks from Outer Space,Intel Core i5-4590 / AMD FX 8350 equivalent or better,"NVIDIA GeForce GTX 1060, AMD Radeaon RX 480 equivalent or better",4 GB RAM,,,Intel Core i5-4590 / AMD FX 8350 equivalent or better,"NVIDIA GeForce GTX 1060, AMD Radeaon RX 480 equivalent or better",8 GB RAM,,
1193300,Axe Cop,500 MHz Pentium 3 Equivalent,,,需要 100 MB 可用空间,,,,,需要 100 MB 可用空间,
360530,WE ARE DOOMED,Intel Core 2 Duo 1.6 GHz or greater,OpenGL 2.0 compatible graphics card,1 GB RAM,需要 60 MB 可用空间,"附注事项: A game controller is highly recommended, but not required.",,,,,
1273520,The Last Day Defense VR,INTEL Core™ i5 4590,GeForce GTX 970,8 GB RAM,需要 4 GB 可用空间,,INTEL Core™ i5 7400,GeForce GTX 1060 or better,8 GB RAM,需要 4 GB 可用空间,
754830,Travel Mosaics 6: Christmas Around the World,1.6 GHz,1024x768 resolution,512 MB RAM,需要 700 MB 可用空间,,,,,,
899960,The Greater Good,,GTX 960,2 GB RAM,需要 1 GB 可用空间,,,GTX 970,4 GB RAM,需要 2 GB 可用空间,
597120,The Filmmaker - A Text Adventure,Pentium 4,any,2 GB RAM,需要 90 MB 可用空间,附注事项: Native resolution: 1366x768; rescales to fill screen,,,,,
1720600,I Love Finding Cats,2014 or newer Intel Core i5 / AMD,Integrated Graphics,4 GB RAM,需要 4 GB 可用空间,,Intel or AMD 64-bit capable processor,Nvidia or ATi GPU with 2GB+ Memory,4 GB RAM,需要 4 GB 可用空间,
2374040,Pixel Driver,Any 1.00 GHz or better,Graphics card with DX10 (shader model 4.0) capabilities,1 GB RAM,需要 300 MB 可用空间,,Intel Core i3-3110M 2.40 GHz or better,Graphics card with DX10 (shader model 4.0) capabilities,2 GB RAM,需要 300 MB 可用空间,
1783380,Murder Diaries 3 - Santa's Trail of Blood,i5,Geforce GTX 960,,需要 6 GB 可用空间,,i7,Geforce GTX 960,,需要 6 GB 可用空间,
1508000,Venice 2089,Intel i5 +,GeForce GTX 670 / Radeon HD 7970,8 GB RAM,需要 15 GB 可用空间,附注事项: Widescreen is supported only in windowed mode.,,,,,
1383510,Dark Stone: The Lightseeker,Intel® Core™ i3 6th generation or equivalent,Intel HD graphics 530 or equivalent,4 GB RAM,需要 2 GB 可用空间,,,,,,
676930,TwinCop,Intel Pentium G620 (2.5 Ghz dual core) or equivalent,"Nvidia GTX 730 or equivalent with 1 GB VRAM, 1280x720 display",2 GB RAM,需要 300 MB 可用空间,"附注事项: Work in progress: new features may raise the requirements, optimizations may lower the requirements",Intel i5-2300 (2.8 GHz quad core) or equivalent,"Nvidia GTX 750 or equivalent, 1920x1080 display",8 GB RAM,需要 1 GB 可用空间,"附注事项: Work in progress: new features may raise the requirements, optimizations may lower the requirements"
2673760,Hockey Legacy Manager 24,64-bit Processor,,4 GB RAM,需要 2GB GB 可用空间,,64-bit Processor,,4 GB RAM,需要 2GB GB 可用空间,
1413000,Jurisdiction,2.5 GHz or faster (4 cores),NVIDIA GTX 770 or faster,8 GB RAM,需要 2 GB 可用空间,,,,,,
1217490,Tyrania - A Kinetic Visual Novel,1 Ghz,,97 MB RAM,需要 2 GB 可用空间,附注事项: 1920x1080,,,,,
1128960,最后的巫后：众王纷争的年代 Witch Queen,Intel i3,NVIDIA® GeForce® GTX 660,4 GB RAM,需要 3500 MB 可用空间,,,,,,
891330,Fast Dust,Intel® Core™2 Quad Q9550 or AMD equivalent,Geforce GTX 460,8 GB RAM,需要 8 GB 可用空间,,Intel® Core™i7 2600 or AMD equivalent,Geforce GTX 770,8 GB RAM,需要 8 GB 可用空间,
289090,Ampu-Tea,1.6ghz CPU,All DX9+,1024 MB RAM,需要 512 MB 可用空间,,3.2 ghz CPU,,1024 MB RAM,需要 512 MB 可用空间,
364350,The Apotheosis Project,,,500 MB RAM,需要 1 GB 可用空间,附注事项: Default resolution: 1024 x 768,,,,,
528450,Hunt: The Unknown Quarry,SSE2 instruction set support,DX9 (shader model 3.0) or DX11 with feature level 9.3 capabilities,2 GB RAM,需要 1 GB 可用空间,,,,,,
718020,GRAL,Intel Core2quad 3GHz or equivalent,AMD HD6850 / Nvidia GTX560 or equivalent,4 GB RAM,需要 18 GB 可用空间,附注事项: For split-screen mode 2 Controllers or a Controller and a keyboard are needed at least.,Intel Core i5-4460 3.2 GHz / AMD Ryzen 5 1600 3.6GHz or higher,Nvidia GTX 970 / AMD R9 290 or equivalent,8 GB RAM,需要 18 GB 可用空间,附注事项: For split-screen mode 2 Controllers or a Controller and a keyboard are needed at least.
269010,Science Girls,,,256 MB RAM,,,,,,,
2234890,Urbex Night Security,Intel Core i7-2600 / AMD FX-8350 2.1 GHz,GTX 650 2GB / Radeon 7750,8 GB RAM,需要 17000 MB 可用空间,,i7 6700,GTX 1070 / RX 580 or equivalent,8 GB RAM,需要 17000 MB 可用空间,
381050,The Ritual on Weylyn Island,i5-2500 @3.3 GHz / AMD FX-8320 @3.5 GHz,NVIDIA® GeForce® GTX 560 / AMD Radeon™ HD 6870 (1GB VRAM),4 GB RAM,,附注事项: Windows compatible keyboard and mouse / Xbox windows controller recommended,,,,,
2601730,InfestStation,"Quad-Core Intel or AMD, 2.5GHZ or faster",RTX 2060 or better (May Lower In Future Updates!),8 GB RAM,需要 10 GB 可用空间,"附注事项: Performance needs are resolution dependent, higher display resolutions have an outsized impact on performance needs","Quad-Core Intel or AMD, 2.5GHZ or faster","RTX 3070 or better, AMD RX-6900XT or better",16 GB RAM,需要 35 GB 可用空间,"附注事项: Performance needs are resolution dependent, higher display resolutions have an outsized impact on performance needs"
362130,Ashes of Immortality,1.6 GHz,DirectX 9.0 Compatible,128 MB RAM,需要 100 MB 可用空间,,,,,,
352810,Yukie: A Japanese Winter Fairy Tale,Intel Pentium 4 2.4GHz,NVIDIA GeForce 6600GT,1024 MB RAM,需要 800 MB 可用空间,,,,,,
409390,Marble Mountain,2.0 GHz or higher,Direct X 9 compatible card,4 GB RAM,需要 750 MB 可用空间,附注事项: Virtual Reality requires recommended settings,Intel i5-4590 of greater,NVIDIA GTX 970/AMD 290 equivalent or greater (For VR),8 GB RAM,需要 1 GB 可用空间,
1487560,StarCrawlers Chimera,2.2Ghz Dual Core,4GB Dedicated VRAM,2 GB RAM,需要 7 GB 可用空间,,,,,,
1068600,Waking,i5 and up,Dedicated video card is required,4 GB RAM,需要 5 GB 可用空间,,i7 ~3 Ghz / Ryzen 7,NVIDIA GeForce GTX 970,8 GB RAM,需要 5 GB 可用空间,
845960,Furries & Scalies & Bears OH MY!,Intel Celeron CPU 1000M 1.80GHz,,1 GB RAM,需要 870 MB 可用空间,,Intel Celeron CPU 1000M 1.80GHz,,1 GB RAM,需要 870 MB 可用空间,
1884800,Omitted,Intel® Core™ i5-3470 or AMD Ryzen™ 3 1200,NVIDIA® GeForce® GTX 760 2GB / AMD Radeon R9 280 3GB,8 GB RAM,需要 4 GB 可用空间,,Intel® Core™ i7-3770 or AMD FX™-9590 or better,NVIDIA® GeForce® GTX 1060 or AMD Radeon™ RX 480 with 3GB Video RAM,16 GB RAM,需要 4 GB 可用空间,
553470,Destination Ares,,,,需要 300 MB 可用空间,,,,,,
665510,Vengeance: Lost Love,1.6 GHz,Basic 3D accelerator (No pixel shader support required),512 MB RAM,需要 800 MB 可用空间,,,,,,
305480,Heileen 2: The Hands Of Fate,1Ghz,DirectX or OpenGL compatible card,512 MB RAM,需要 40 MB 可用空间,,,,,,
